price_cr,bhk,bathroom,balcony,addl_room,floor_rise,area_sqm,area_type,age,society,locality,furnishDetails,nearby_loc
0.88,2,2,3,1,low,102.66,carpet,new,smart world gems,sector 89 gurgaon,,"['sant soordas sihi metro station', 'airia mall', 'dwarka expressway', 'pataudi road', 'nh-8', 'kmp expressway', 'rps international school', 'genesis hospital sector 84', 'gurgaon railway station', 'vatika business park sector 49', 'holiday inn gurugram sector 90', 'de adventure amusement park', 'national tennis academy sector 98', 'imt manesar']"
1.15,2,2,2,1,low,126.81,super built up,new,assotech blith,sector 99 gurgaon,"['2 wardrobe', '1 exhaust fan', '2 geyser', '4 light', '3 ac', '1 modular kitchen', '1 chimney', 'no bed', 'no curtains', 'no dining table', 'no fan', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['huda metro station (gurugram)', 'dwarka expressway', 'gurugram global heights school', 'dpg institute of technology', 'signature advanced hospital', 'indira gandhi international airport', 'ion digital zone, gurgaon', 'imt manesar', 'holiday inn gurugram sector 90', 'skyjumper trampoline park', 'ramgarh farms & resort']"
1.6,3,3,3,0,mid,121.98,super built up,old,essel tower,iffco chowk,,"['baps swaminarayan mandir', 'nagar palika hospital', 'panchayat hospital bakrol', 'gynaecologist and pediatrics clinic', 'sai clinic', 'purvaee clinic', 'kiran eye clinic', 'aaradhana hospital and maternity home', 'swasan chest hospital & i.c.u.', 'prerana hospital and nursing home', 'dr. rao dental clinic and orthodontic care', 'nishka ent & head and neck surgeon', 'priya hospital and ivf center', 'spandan hospital', 'dr. shah homoeopathic clinic', 'shashwat hospital', 'orthorab hospital', 'himalaya hospital', 'saarathi medical and diabetes hospital', 'kusum hospital', 'tsquare multi-speciality hospital', 'anand homeopathic hospital', 'priya nursing home anand', 'centre for sight anand', 'amit hospital', 'manan hospital', 'parul hospital', 'deep hospital', 'b n patel institute of paramedical and science hospital', 'smit children hospital', 'arpan hospital heart care centre icu', 'navjyot eye hospital anand', 'arpita nursing home', 'kusum children hospital', 'krishna children hospital', 'adarsh hospital anand', 'nina surgical nursing and maternity home', 'charutar burns plastic surgery and eye hospital', 'suvidha nursing home', 'anuj eye hospital and retina clinic', 'rajal surgical hospital', 'ruchi orthopaedic hospital', 'shrddha hospital', 'sarla maternity nursing home', 'rutu general hospital', 'anand new bus stand', 'cng pump gspc', 's cafe"", ', ', ']"
0.85,2,2,2,0,low,116.31,super built up,new,raheja vanya,sector 99a gurgaon,,"['the esplanade mall', 'dwarka expy', 'suncity school', 'govt. pg college, basai rd', 'the signature advanced super speciality', 'sheetla hospital', 'indira gandhi international airport', 'basai dhankot railway station', 'satya the hive, dwarka expy', 'golden creepers farm retreat', 'holiday inn gurugram sector 90', 'nehru stadium', 'tau devilal sports complex']"
0.75,2,2,2,0,low,92.9,built up,under construction,vatika inxt floors,sector 82a gurgaon,"['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['vatika town square-inxt', 'nh 48, sector 78, gurugram', 'knowledge tree world school', 'sgt university', 'nouveau medics multispeciality', 'indira gandhi intl airport']"
3.35,4,4,3,1,low,418.06,carpet,new,palam vihar society,palam vihar,"['1 fan', '1 geyser', '1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['palam vihar vyapar kendra', 'palam triangle', 'huda sector 23 market', 'ram mandir', 'kalyan hospital gurgaon', 'metro hospital and heart institute gurgaon', 's dental care and implant centre"", ', ', ', ', ', ', ', ', ""dr. anurag', 'ansals plaza underground car parking', 'ansals plaza above ground car parking', 'huda sector 23 parking', 'axis bank', 'punjab national bank', 'big cinemas', 's"", ', ', ', ', ', ', ', ', ""domino', 'om sweets', 'chiranjiv bharati school', 'masti ki pathshala teach india', 'the northcap university', 'swiss cottage school', 'palam vihar railway station']"
1.5,3,3,3,0,high,171.87,super built up,new,godrej oasis,sector 88a gurgaon,"['1 water purifier', '1 exhaust fan', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no fan', 'no geyser', 'no modular kitchen', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine']","['double infinity market', 'pataudi road', 'dwarka expressway', 'kidzee', 'rps international school', 'aman hospital', 'bamroli cricket ground']"
1.65,4,4,3,1,high,219.62,super built up,old,dlf new town heights,sector 91 gurgaon,,"['mg road metro station', 'rhm public school', 'sanjeevani hospital', 'igi airport', 'garhi harsaru junction', 'spaze business park', 'orchid business park', 'klay play school']"
2.0,4,4,3,1,high,253.35,super built up,old,dlf new town heights,sector 91 gurgaon,,"['mg road metro station', 'rhm public school', 'sanjeevani hospital', 'igi airport', 'garhi harsaru junction', 'spaze business park', 'orchid business park', 'klay play school']"
1.75,4,4,3,1,high,260.13,carpet,new,sonata group housing society sector 1 manesar,near sector 1 market,,"['hanuman mandir', 'sharma hospital gurgaon', 'rajiv memorial eye infirmary jacobpura', 'dr. ajay s. gupta clinic', 'aarvy hospital', 'rama hospital & nursing home', 'pasricha hospital and maternity home', 'gupta hospital gurgaon', 'thakral nursing and maternity home', 'dr. sandeep chauhan', 'nangia hospital ent and maternity', 'ahooja eye and dental institute hospital', 'shubham hospital gurgaon', 'triveni hospital gurgaon', 'verma e.n.t. hospital', 'nova care clinic', 'sethi hospital gurgaon', 'my care clinic', 'tirath ram hospitals pvt ltd', 'm.s hospital', 'bindal clinic', 'vinayak hospital gurgaon', 'dental health centre', 'lall eye care centre', 'om charitable dental & implant centre', 'lall nursing and maternity home', 'swastik maternity and medical centre', 'kharbanda maternity and nursing home', 'dentecare - multispeciality dental clinic', 'satyam hospital gurgaon', 'parashar hospital', 'lalit dental care', 'm goel hospital', 'kathuria hospital', 'chiranjiv hospital', 'kidney clinic', 'centre for sight gurgaon new railway road', 'lal superspeciality hospital', 'dev man kathuria clinic', 'shri gobind hospital', 'dr. sarvejeet singh', 'ravi clinic and health care centre', 'jackson hospital', 'dr. madan clinic', 'ibp petrol station', 'indian oil', 'punjab national bank', 'govt sec school', 'dronacharya government college', 'district library gurgaon']"
0.9,2,2,2,0,low,109.63,carpet,new,supertech hues,sector 68 gurgaon,[],"['sri radhe krishna temple', 'icici bank atm', 'kamal hospital and maternity centre', 'gobind hospital', 'sona devi memorial hospital and trauma centre', 'sanjeevani hospital gurgaon', 'sai dharamraj hospital', 'sai heart and trauma center', 'ekta hospital', 'divine look clinic centre', 'skin clinic', 'kore tech park', 'spaze business park', 'icici bank', 'state bank of india', 'union bank of india', 'central bank of india', 'indusind bank', 'hdfc bank', 'srs cinemas', 'starbucks', 'nook', 's"", ""domino', 'india']"
1.25,3,3,3,0,high,173.26,super built up,under construction,krrish florence estate,sector 70 gurgaon,[],"['omaxe gurgaon mall', 'nh248a', 'the vivekananda school', 'suraj pg degree college, sec -75', 'dr naveen chawla general physician', 'park hospital', 'indira gandhi intl airport']"
1.0,3,3,3,0,high,142.79,carpet,new,piedmont taksila heights,sector 37c gurgaon,"['1 water purifier', '6 fan', '2 geyser', '6 light', '2 ac', '1 chimney', '2 wardrobe', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine']","['kamla hospital gurgaon', 'shri multispeciality hospital', 'shri balaji hospital and trauma center', 'yadav hospital gurgoan', 'chandna dental surgery orthodontic and implant centre', 'the muskan dental clinic', 'harshila dental clinic', 'dental xpert dental clinic', 'gautam hospital', 'clove dental', 'esic hospital gurugram', 'sai dental clinic', 'sunrise hospital gurgaon', 'bhanu dental care', 'nutan dental hospital', 'ankur clinic and maternity home', 'shri ram dental clinic', 'mangalam hospital and heart centre gurgaon', 'navjeevan hospital and maternity centre', 'parmar dental clinic & lab', 'ayushman hospital and trauma centre', 'shiv mahima patient care bureau', 'rachna dental clinic', 'vaishnavi nursing home', 'shri gobind hospital', 'lal superspeciality hospital', 'shree krishna hospital gurgaon', 'dr. madan clinic', 'taneja hospital', 'dev man kathuria clinic', 'boxer fuel point', 'basai dhankot railway station']"
2.15,3,5,3,0,low,223.71,super built up,new,ss the leaf,sector 85 gurgaon,[],"['sapphire 83 mall', 'dwarka expressway', 'central peripheral road', 'nh 08', 'pataudi road', 'delhi public school sector 84', 'dpg institute of technology', 'genesis hospital sector 84', 'indira gandhi international airport', 'imt manesar', 'holiday inn hotel sector 90', 'skyjumper trampoline park', 'nakhrola stadium sector 81a']"
1.0,1,1,1,0,high,76.74,built up,new,m3m urbana,sector 67 gurgaon,[],"['sri radhe krishna temple', 'kamal hospital and maternity centre', 'gobind hospital', 'sona devi memorial hospital and trauma centre', 'sanjeevani hospital gurgaon', 'sai dharamraj hospital', 'sai heart and trauma center', 'ekta hospital', 'vatsalya clinic', 'wembley estate club', 'spaze business park', 'kore tech park', 'icici bank', 'state bank of india', 'union bank of india', 'hdfc bank', 'central bank of india', 'indusind bank', 'hdfc bank', 'madison and pike', 'india', 'starbucks', 'nook']"
1.65,2,2,3,0,high,117.24,super built up,new,aipl zen residences,sector 70a gurgaon,,"['airia mall', 'national highway 8', 'southern peripheral road', 'golf course ext. rd.', 'indus world school', 'medanta -the medicity', 'ananta hospital', 'indira gandhi international airport', 'ion digital zone, gurgaon', 'lemon tree hotel, sohna road', 'de adventure park']"
1.79,4,3,3,0,high,205.78,carpet,old,dlf regal gardens,sector 90 gurgaon,[],"['ss omnia, sector 86', 'numberdar market, imt manesar', 's supermarket, sector 82"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
1.8,3,3,3,0,high,83.61204013377927,carpet,under construction,godrej air,sector 85 gurgaon,,"['sapphire 83 mall', 'sector 86 road', 'dwarka expy', 'euro international school', 'sushant university', 'shri balaji’s multispeciality hospital', 'indira gandhi intl airport', 'garhi harsaru junction']"
1.45,3,3,3,0,mid,132.85,built up,under construction,suncity vatsal valley,gwal pahari,"['1 fan', '1 geyser', '1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['sector 55-56 metro station', 'banjara market gurugram', 'central plaza mall', 'faridabad - gurgaon road', 'badshahpur sohna rd hwy', 's lalita devi institute"", ', ', ', ', ', ', ', ', ', ', ']"
0.22,1,1,1,0,low,54.35,super built up,new,shree shyam residency,block a surya vihar,"['1 wardrobe', '1 fan', '1 light', '1 modular kitchen', '1 chimney', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['chintapurni mandir', 'state bank atm', 'shree krishna hospital gurgaon', 'esic hospital gurugram', 'kr dental hub', 'prateek nursing home and polyclinic', 'dr. ashok jain', 'dr. hitesh dawar', 'pearl dental clinic', 'jain sant phool chand ji charitable hospital', 'taneja hospital', 'sarvodya hospital', 'sneh hospital gurgaon', 'gurgaon eye centre', 'bhardwaj hospital', 'aryan hospital', 'dr. sindhu clinic', 'geeta nursing home gurgaon', 'dr. madan clinic', 'shri multispeciality hospital', 'd.r. rajnis gupta clinic', 'chiranjiv hospital', 'dev man kathuria clinic', 'ravi clinic and health care centre', 'dr. mittal clinic', 'jiya clinic', 'sparsh hospital gurgaon', 'swastik maternity and medical centre', 'ankur clinic and maternity home', 'yashroop medical centre', 'r k hospital gurgaon', 'satyam hospital gurgaon', 'shiv mahima patient care bureau', 's child care clinic"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
0.36,2,2,1,0,low,65.03,built up,new,project krishna colony,sector 7 gurgaon,,"['state bank atm', 'dr. madan clinic', 'taneja hospital', 'dev man kathuria clinic', 'satyam hospital gurgaon', 'pearl dental clinic', 'chiranjiv hospital', 'swastik maternity and medical centre', 'shiv mahima patient care bureau', 'shri gobind hospital', 'navjeevan hospital and maternity centre', 'ankur clinic and maternity home', 'lal superspeciality hospital', 'geeta nursing home gurgaon', 'dr. ashok jain', 'bindal clinic', 'my care clinic', 'm.s hospital', 'triveni hospital gurgaon', 'ravi clinic and health care centre', 'aryan hospital', 'tirath ram hospitals pvt ltd', 'd.r. rajnis gupta clinic', 'mangalam hospital and heart centre gurgaon', 'sethi hospital gurgaon', 'shubham hospital gurgaon', 'pasricha hospital and maternity home', 'dr. ajay s. gupta clinic', 'nangia hospital ent and maternity', 'sparsh hospital gurgaon', 'rama hospital & nursing home', 'bhatnagar maternity and nursing home', 'parashar hospital', 'gurgaon eye centre', 'vinayak hospital gurgaon', 'kathuria hospital', 'esic hospital gurugram', 'kr dental hub', 'gupta hospital gurgaon', 'dr. sarvejeet singh', 'centre for sight gurgaon new railway road', 'kharbanda maternity and nursing home', 'kidney clinic', 'state bank of india', 'hdfc bank', 'kotak bank', 'indian bank', 'pizza hut', 'st. michaels sr. sec. school', 'dronacharya government college']"
0.25,2,2,1,0,high,54.53,built up,new,mvn athens,sohna,,"['sbi atm', 'axis bank atm', 'uco bank atm', 'corporation bank atm', 'canara bank atm', 'royal kitchen', 'the roadside cafe', 'lazeez restaurant  sohna', 'pasta cruize', 'sanuja food palace']"
1.15,3,3,3,1,low,142.51,super built up,new,m3m antalya hills,sector 79 gurgaon,,"['vatika town square-inxt mall', 'delhi - jaipur expressway', 'bal bharati public school', 'gurugram university', 'miracles apollo cradle hospital', 'indira gandhi int. airport', 'garhi harsaru junction', 'vatika business centre', 'savoy suites', 'de adventure park', 'golden greens golf & resorts limited', 'nakhrola stadium']"
1.65,3,3,0,0,low,87.89,carpet,under construction,central park flower valley,sohna road,,"['hanuman mandir', 'sharma hospital gurgaon', 'rajiv memorial eye infirmary jacobpura', 'dr. ajay s. gupta clinic', 'aarvy hospital', 'rama hospital & nursing home', 'pasricha hospital and maternity home', 'gupta hospital gurgaon', 'thakral nursing and maternity home', 'dr. sandeep chauhan', 'nangia hospital ent and maternity', 'ahooja eye and dental institute hospital', 'shubham hospital gurgaon', 'triveni hospital gurgaon', 'verma e.n.t. hospital', 'nova care clinic', 'sethi hospital gurgaon', 'my care clinic', 'tirath ram hospitals pvt ltd', 'm.s hospital', 'bindal clinic', 'vinayak hospital gurgaon', 'dental health centre', 'lall eye care centre', 'om charitable dental & implant centre', 'lall nursing and maternity home', 'swastik maternity and medical centre', 'kharbanda maternity and nursing home', 'dentecare - multispeciality dental clinic', 'satyam hospital gurgaon', 'parashar hospital', 'lalit dental care', 'm goel hospital', 'kathuria hospital', 'chiranjiv hospital', 'kidney clinic', 'centre for sight gurgaon new railway road', 'lal superspeciality hospital', 'dev man kathuria clinic', 'shri gobind hospital', 'dr. sarvejeet singh', 'ravi clinic and health care centre', 'jackson hospital', 'dr. madan clinic', 'ibp petrol station', 'indian oil', 'punjab national bank', 'govt sec school', 'dronacharya government college', 'district library gurgaon']"
2.9,4,4,3,1,high,213.49,carpet,new,m3m capital,sector 113 gurgaon,,"['phase 2 metro station', 'global foyer mall', 'dwarka expy', 'shivani public school', 'baghera university', 'kutumbh hospital', 'igi airport', 'bijwasan railway station']"
